4.904762	0.176435	167.109890	0.453299
1.334860	5.900488	327.142857	0.545816
0.176740	6.370574	221.791209	0.291185
2.318071	3.596764	29.373626	0.549417
4.991453	4.382784	77.230769	0.282304
5.959707	4.014957	127.780220	0.340213
7.568376	0.366911	60.538462	0.433248
9.716117	1.228327	206.098901	0.552683
5.818681	2.659951	127.857143	0.358295
0.826923	1.204212	228.945055	0.297060
5.352259	7.757326	299.032967	0.468955
4.961538	5.900794	98.714286	0.505318
8.731685	2.539072	56.978022	0.475822
6.079670	3.617827	337.846154	0.589122
5.979243	2.755189	312.714286	0.703139
7.582112	5.605006	295.318681	0.410665
6.341880	7.742063	14.021978	0.715621
4.684371	8.906593	359.329670	0.565851
1.289683	1.399267	0.967033	0.257996
8.056166	5.463980	253.813187	0.480018
8.785409	9.429487	64.692308	0.506996
8.695665	7.474054	260.835165	0.316042
8.775031	2.791819	12.197802	0.635662
4.069292	8.980464	327.395604	0.695204
9.963675	7.454823	56.000000	0.690428
5.495421	3.730769	297.461538	0.730224
7.811661	0.348901	168.461538	0.280549
6.769231	9.282662	189.164835	0.371067
3.797619	1.613248	201.362637	0.580027
4.051893	7.342186	156.725275	0.563135
5.927045	3.057692	50.527473	0.642056
7.004274	0.377900	137.472527	0.717956
0.481685	2.894383	225.417582	0.526009
1.162393	4.472222	263.912088	0.496345
5.042125	6.717949	303.307692	0.736908
1.582112	8.411172	240.681319	0.404195
2.728022	4.724359	309.208791	0.477271
7.710623	9.045788	206.692308	0.700621
7.722527	5.196276	340.219780	0.711715
9.522283	2.891636	202.131868	0.618664
2.015263	4.221917	235.043956	0.543786
4.904457	3.983822	40.406593	0.398518
3.425519	1.676740	8.604396	0.405492
8.291819	7.971001	305.417582	0.633221
4.846154	3.448718	331.692308	0.559198
0.539683	2.468559	153.065934	0.426855
4.758242	9.913309	174.901099	0.412130
0.070513	3.669109	199.010989	0.365238
8.989621	0.656288	259.054945	0.643292
5.245726	9.183761	50.043956	0.299181
3.716728	5.466728	68.956044	0.642895
8.000305	7.143773	201.659341	0.440115
9.734737	1.539683	313.549451	0.264420
8.728938	1.560745	19.494505	0.268326
7.946886	6.974664	29.736264	0.388951
2.416972	3.923993	87.032967	0.253708
6.139805	0.482906	212.780220	0.302156
6.028388	1.045788	277.109890	0.388890
6.982906	7.384921	289.989011	0.383808
7.126679	9.175214	29.010989	0.534951
7.286020	1.813187	40.736264	0.609661
3.768010	4.332723	110.945055	0.579691
8.509463	5.212759	121.076923	0.365909
5.633394	8.933761	106.483516	0.408223
8.520452	1.047314	112.824176	0.576212
6.404151	4.618132	266.989011	0.686323
4.601038	5.792430	218.516484	0.641064
7.402930	1.369048	168.395604	0.455954
7.710317	6.146825	120.626374	0.689756
2.470696	2.855006	293.527473	0.543634
7.982295	2.520452	46.373626	0.644910
4.105617	8.033883	58.747253	0.281037
1.492063	8.760073	77.098901	0.599345
0.837912	9.002137	206.516484	0.538247
8.266178	8.115385	222.802198	0.505562
5.871795	5.100122	201.791209	0.569437
1.525031	5.478327	181.615385	0.677686
6.958181	3.264652	354.582418	0.671049
8.213980	5.854701	224.527473	0.605953
7.536020	4.626068	26.571429	0.652554
0.734432	9.088523	324.758242	0.583598
9.111722	7.362027	203.725275	0.619640
9.980464	0.837302	52.208791	0.646405
4.889805	5.797009	352.582418	0.569849
9.568071	9.812882	313.450549	0.324541
4.662088	5.758852	2.681319	0.300905
1.362943	1.230159	95.450549	0.707152
0.933150	6.175824	13.901099	0.631283
2.235653	6.567460	95.978022	0.319124
6.309829	6.929182	287.890110	0.433508
2.059219	9.514042	277.560440	0.310762
2.124542	2.954518	45.208791	0.479804
2.977411	8.212149	347.098901	0.459555
8.332112	4.597070	307.989011	0.600337
9.907814	3.731074	280.593407	0.484748
4.626374	4.206654	306.010989	0.653882
2.295788	4.793956	172.560440	0.674223
2.837912	8.995116	49.417582	0.311052
7.137363	8.750916	130.571429	0.323962
0.557692	0.130342	65.703297	0.650006
